;;BENEVOLES 2026;;;;;;;;;;;;;;;;;;;;;;;
;POSTES;JOURS;HORAIRES;;PRENOM;;PRIX SOUVENIRS;N° de TEL;;;;;;;;;;;;;;;;;
;;;;départ à 10h00 !!;X22;;;;;;;;;;;;;;;;;;;;
;;;;;X23;;;;;;;;;;;;;;;;;;;;
;;;;;X24;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;RAVITAILLEMENT UMTGG;30/05/2026; 08h00 - 14h00;RESPONSABLE : ;X25;;;;;;;;;;;;;;;;;;;;
;;;;;X26;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;HAUT DU TELEPHERIQUE UMTGG;30/05/2026; 08h00 - 14h00;RESPONSABLE : ;X27;;;;;;;;;;;;;;;;;;;;
;;;;;X28;;;;;;;;;;;;;;;;;;;;
;;;;;X29;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;SPEAKER  BAS DU TELEPHERIQUE UMTGG;30/05/2026; 08h00 - 14h00;RESPONSABLE : ;X30;;;;;;;;;;;;;;;;;;;;
;;;;;X31;;;;;;;;;;;;;;;;;;;;
;;;;;X32;;;;;;;;;;;;;;;;;;;;
;;;;;X33;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;GESTION PARCOURS UMTGG;30/05/2026; 08h00 - 14h00;RESPONSABLE : ;X34;;;;;;;;;;;;;;;;;;;;
;;;;;X35;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;REMISE DOSSARD;30/05/2026;11h00- 14H30;RESPONSABLE : ;X36;;;;;;;;;;;;;;;;;;;;
;;;RDV 10H30;;X37;;;;;;;;;;;;;;;;;;;;
;;;;;X38;;;;;;;;;;;;;;;;;;;;
;;;;;X39;;;;;;;;;;;;;;;;;;;;
;;;;;X40;;;;;;;;;;;;;;;;;;;;
;;;;;X41;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;PRIX SOUVENIRS;30/05/2026;11h00- 14H30;RESPONSABLE : ;;0;;;;;;;;;;;;;;;;;;;
;;;RDV 10H30;;X42;;;;;;;;;;;;;;;;;;;;
;;;;;X43;;;;;;;;;;;;;;;;;;;;
;;;;;X44;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;CHARGEMENT CAMION;30/05/2026;14:00-15:00;RESPONSABLE :;X45;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;X46;;;;;;;;;;;;;;;;;;;;
;;;;;X47;;;;;;;;;;;;;;;;;;;;
;;;;;X48;;;;;;;;;;;;;;;;;;;;
;;;;;X49;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
SAMEDI ;MONTAGE VILLAGE;30/05/2026;15:00-19:00;RESPONSABLE :;X50;0;;;;;;;;;;;;;;;;;;;
;Anais rdv 14h30 avec hospice pour mise en place barrière ;;;;X51;1;;;;;;;;;;;;;;;;;;;
;;;;;X52;1;;;;;;;;;;;;;;;;;;;
;;;;;X53;1;;;;;;;;;;;;;;;;;;;
;;;;;X54;1;;;;;;;;;;;;;;;;;;;
;;;;;X55;1;;;;;;;;;;;;;;;;;;;
;;;;;X56;1;;;;;;;;;;;;;;;;;;;
;;;;;X57;1;;;;;;;;;;;;;;;;;;;
;;;;;X58;1;;;;;;;;;;;;;;;;;;;
;;;;;X59;1;;;;;;;;;;;;;;;;;;;
;;;;;X60;1;;;;;;;;;;;;;;;;;;;
;;;;;X61;1;;;;;;;;;;;;;;;;;;;
;;;;;X62;1;;;;;;;;;;;;;;;;;;;
;;;;;X63;1;;;;;;;;;;;;;;;;;;;
;;;;;X64;1;;;;;;;;;;;;;;;;;;;
;;;;;X65;1;;;;;;;;;;;;;;;;;;;
;;;;;X66;1;;;;;;;;;;;;;;;;;;;
SAMEDI ;EQUIPE BALISEUR;30/05/2026;13:00-18:00;RESPONSABLE :;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;DEPART VESSY;31/05/2026;06H00;RESPONSABLE ;X67;0;;;;;;;;;;;;;;;;;;;
;;;;;X68;;;;;;;;;;;;;;;;;;;;
;;;;;X69;;;;;;;;;;;;;;;;;;;;
;;;;;X70;;;;;;;;;;;;;;;;;;;;
;;;;Téléphérique;X71;;;;;;;;;;;;;;;;;;;;
;;;;;X72;;;;;;;;;;;;;;;;;;;;
;;;;;X73;;;;;;;;;;;;;;;;;;;;
;;;;;X74;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RAVITO LE COIN;31/05/2026;08:00 - 10:00;RESPONSABLE : ;X75;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RAVITO MONNETIER;31/05/2026;08:00-12:00;RESPONSABLE : ;X76;0;;;;;;;;;;;;;;;;;;;
;;;;08:00 pour responsables;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;reprise du matériel;X77;;;;;;;;;;;;;;;;;;;;
DIMANCHE;GESTION PARCOURS HAUT SALEVE;31/05/2026;08:30-14:30;RESPONSABLE : ;X78;0;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RAVITO 3 CHÊNES;31/05/2026;08:30-14:30;RESPONSABLE : ;;0;;;;;;;;;;;;;;;;;;;
;;;;;X79;1;;;;;;;;;;;;;;;;;;;
;;;;;X80;1;;;;;;;;;;;;;;;;;;;
;;;;;X81;1;;;;;;;;;;;;;;;;;;;
;;;;;X82;1;;;;;;;;;;;;;;;;;;;
;;;;;X83;1;;;;;;;;;;;;;;;;;;;
;;;;;X84;1;;;;;;;;;;;;;;;;;;;
;;;;;X85;1;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;DOUANES VEYRIER;31/05/2026;08:00 - 10:00;RESPONSABLE : ;X86;7;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;GESTION PETIT SALEVE;31/05/2026;08:00 - 10:00;RESPONSABLE : ;X87;13;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;GESTION VILLETTE;31/05/2026;08:00 - 10:00;RESPONSABLE : ;X88;27;;;;;;;;;;;;;;;;;;;
;;;;;X89;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RESPONSABLE ARRIVEE;31/05/2026;08:00-15:30;RESPONSABLE : ;X90;53;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;PHOTOGRAPHE VILLAGE;31/05/2026;10:00-15:00;RESPONSABLE : ;X91;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RAVITO ARRIVEE;31/05/2026;09:30-15:30;RESPONSABLE : ;X92;;;;;;;;;;;;;;;;;;;;
;;;;responsable à 09h00;X93;1;;;;;;;;;;;;;;;;;;;
;Grosse partie de 10h30 à 12h30;;;;X94;1;;;;;;;;;;;;;;;;;;;
;;;;;X95;1;;;;;;;;;;;;;;;;;;;
;;;;;X96;1;;;;;;;;;;;;;;;;;;;
;;;;;X97;1;;;;;;;;;;;;;;;;;;;
;;;;;X98;1;;;;;;;;;;;;;;;;;;;
;;;;;X99;1;;;;;;;;;;;;;;;;;;;
;;;;09h30;X100;1;;;;;;;;;;;;;;;;;;;
;;;;09h30;X101;1;;;;;;;;;;;;;;;;;;;
;;;;09h30;X102;1;;;;;;;;;;;;;;;;;;;
;;;;09h30;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;SAC COUREUR ARRIVEE;31/05/2026;09:15-15:00;RESPONSABLE : ;;10;;;;;;;;;;;;;;;;;;;
;;;;responsable à 08h00;X103;1;;;;;;;;;;;;;;;;;;;
;;;;;X104;1;;;;;;;;;;;;;;;;;;;
;;;;;X105;1;;;;;;;;;;;;;;;;;;;
;;;;;X106;1;;;;;;;;;;;;;;;;;;;
;;;;;X107;1;;;;;;;;;;;;;;;;;;;
;;;;;X108;1;;;;;;;;;;;;;;;;;;;
;;;;;X109;1;;;;;;;;;;;;;;;;;;;
;;;;;X110;1;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;ESPACE BENEVOLES;31/05/2026;09:00-15:30;RESPONSABLE : ;X111;8;;;;;;;;;;;;;;;;;;;
;;;;;X112;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;MEDAILLES ARRIVEE;31/05/2026;09:30-15:30;RESPONSABLE : ;X113;1;;;;;;;;;;;;;;;;;;;
;;;;;X114;1;;;;;;;;;;;;;;;;;;;
;;;;;X115;1;;;;;;;;;;;;;;;;;;;
;;;;;X116;1;;;;;;;;;;;;;;;;;;;
;;;;;X117;1;;;;;;;;;;;;;;;;;;;
;;;;;X118;1;;;;;;;;;;;;;;;;;;;
;;;;;X119;1;;;;;;;;;;;;;;;;;;;
;;;;;X120;1;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;BAR ARRIVEE;31/05/2026;10:00-15:30;RESPONSABLE : ;X121;6;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;10h30;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;REMISE PODIUM;31/05/2026;12h00 25km /12km;RESPONSABLE : ;X122;;;;;;;;;;;;;;;;;;;;
;;;13h30 40km;;X123;;;;;;;;;;;;;;;;;;;;
;;;14h20 ENFANT ;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;MASSEUR;31/05/2026;;RESPONSABLE : ;X124;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
DIMANCHE;RANGEMENT - DEMONTAGE;15/06/2025;16:00 - ;RESPONSABLE : ;X125;;;;;;;;;;;;;;;;;;;;
;;;;;X126;;;;;;;;;;;;;;;;;;;;
;;;;;X127;;;;;;;;;;;;;;;;;;;;
;;;;;X128;;;;;;;;;;;;;;;;;;;;
;;;;;X129;;;;;;;;;;;;;;;;;;;;
;;;;;X130;;;;;;;;;;;;;;;;;;;;
;;;;;X131;;;;;;;;;;;;;;;;;;;;
;;;;;X132;;;;;;;;;;;;;;;;;;;;
;;;;;X133;;;;;;;;;;;;;;;;;;;;
;;;;;X134;;;;;;;;;;;;;;;;;;;;
;;;;;X135;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 1 DEPART;RESPONSABLE : Claudio Minetto;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;POSTES;N°;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Route de Vessy - Tennis;1;08h00 - 10h10;https://maps.app.goo.gl/VKBWiZwBPT2qfDy19;;;;;;;;;;;;;;;;;;;;;
1;Rond Point EMS;EMS1;07h45 - 10h00;;;;;;;;;;;;;;;;;;;;;;
1;Escaliers EMS;EMS2;07h45 - 10h00;;;;;;;;;;;;;;;;;;;;;;
1;Pont de Vessy;EMS3;07h45 - 10h00;pas prioritaire;;;;;;;;;;;;;;;;;;;;;
1;Pont de Sierne;2 - prioritaire;10h00-10h45;https://maps.app.goo.gl/htVn2CcHhno5dSy5A;X136;;;;;;;;;;;;;;;;;;;;
;Route de Frontenex;1;08h00 - 13h30;https://maps.app.goo.gl/htVn2CcHhno5dSy5A;;;;;;;;;;;;;;;;;;;;;
;Route de Frontenex;2;08h00 - 13h30;https://maps.app.goo.gl/htVn2CcHhno5dSy5A;;;;;;;;;;;;;;;;;;;;;
1;Ch. de Sierne;3;08h00 - 13h30;https://maps.app.goo.gl/eSGyo7uJ8QTZXhPM7;;;;;;;;;;;;;;;;;;;;;
1;Ruisseau des Eaux Belles;4- prioritaire;08h00 - 10h45;https://maps.app.goo.gl/LumZR6WtB5QKUfpJ9;;;;;;;;;;;;;;;;;;;;;
1;Cimetière Israélite;5;08h00 - 10h45;https://maps.app.goo.gl/RoCJwwcVtaEtwohJ7;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 2 ;RESPONSABLE : Stéphane Ciutad;;;;;;;;;;;;;;;;;;;;;;;
;POSTES;;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Chemin des Pralets;6;08:00 - 13h00;https://maps.app.goo.gl/eKHC11okkdSRoMBLA;;;;;;;;;;;;;;;;;;;;;
1;DOUANES VEYRIER;7;08:00 - 13h30;https://maps.app.goo.gl/budnSwiAk6TzFiyP8;;;;;;;;;;;;;;;;;;;;;
;DOUANES VEYRIER;;08:00 - 13h30;;;;;;;;;;;;;;;;;;;;;;
;DOUANES VEYRIER;;08:00 - 13h30;;;;;;;;;;;;;;;;;;;;;;
1;Chemin de Veyrier;8 - prioritaire;08:00 - 13h30;https://maps.app.goo.gl/Jpg5uxYXCH3fNLiv6;;;;;;;;;;;;;;;;;;;;;
1;Rond point - Chemin de Veyrier;9 - prioritaire;08:00 - 13h30;https://maps.app.goo.gl/8oNE5V81usFJhuYL7;;;;;;;;;;;;;;;;;;;;;
1;Chemin du Bois Mériguet - croisement;10;08:00 - 13h30;https://maps.app.goo.gl/EisPhrk9WzdSwrRt5;;;;;;;;;;;;;;;;;;;;;
1;Chemin Jean Jacques Rousseau;11 - prioritaire;08h00 - 09h00;https://maps.app.goo.gl/Wk7PpLJ3iGzS3wQf7;;;;;;;;;;;;;;;;;;;;;
1;Chemin Verdi - croisement;12;08h00 - 09h00;https://maps.app.goo.gl/SFQ64rLNDrgJ7Nm69;;;;;;;;;;;;;;;;;;;;;
1;Chemin de Crevin;13;08h00 - 09h30;https://maps.app.goo.gl/qKXxndR8duFkwu538;;;;;;;;;;;;;;;;;;;;;
1;Chemin du bois Mériguet ;28 - prioritaire;08h00 - 09h30;https://maps.app.goo.gl/PhnNVv8oUPfYXXKp6;;;;;;;;;;;;;;;;;;;;;
1;Route de la Croisette - tennis Collonges;14;08h00- 10h00;https://maps.app.goo.gl/sH8ew84U7bEnMj5B9;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 3;RESPONSABLE : ???;;HAUT ORJOBET - MONNETIER;;;;;;;;;;;;;;;;;;;;;
;POSTES;;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Haut Orjobet;15;09h00 - 11h15;https://maps.app.goo.gl/TdezTvRCD4n4Fgwu5;;;;;;;;;;;;;;;;;;;;;
1;Observatoire Uni Genève;16;09h00 - 11h30;https://maps.app.goo.gl/LmYpPQqXSV5Yhpsa9;;;;;;;;;;;;;;;;;;;;;
1;Maison Boudhiste;17;09h00 - 11h40;https://maps.app.goo.gl/ugUcP6c4NMvH5LT68;;;;;;;;;;;;;;;;;;;;;
1;Route des 3 lacs ;18;09h00 - 11h45;https://maps.app.goo.gl/FRbRCy3txgMm9Fz79;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 4 ;RESPONSABLE : Cédric Bourrecoud;;MONNETIER ;;;;;;;;;;;;;;;;;;;;;
;POSTES;;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Route des 3 lacs - passage sur route;19 - prioritaire ;09h00 - 11h50;https://maps.app.goo.gl/pPas8hDz2SAhTPDp9;X137;;;;;;;;;;;;;;;;;;;;
1;Haut de la montée Monnetier;20 - prioritaire;09h00 - 12h00;https://maps.app.goo.gl/FdYPZp6hxoQThn8V6;;;;;;;;;;;;;;;;;;;;;
1;Chemin du Funiculaire ;20*;09h00 - 12h00;https://maps.app.goo.gl/ggvo7QrdxoDQZvMc9;X138;;;;;;;;;;;;;;;;;;;;
1;Chemin du Funiculaire - Eglise;21;09h00 - 12h00;https://maps.app.goo.gl/3nQXWgDWHBJe4iMg7;X139;;;;;;;;;;;;;;;;;;;;
1;Route des deux Salèves;22;09h30 - 12h15;https://maps.app.goo.gl/Y2YSnxx2uqdQU96n7;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 5 ;RESPONSABLE : MELANIE RATEL;;Petit Salève;;;;;;;;;;;;;;;;;;;;;
1;Sur les Voutes Petit Salève;23;09h30 - 12h15;https://maps.app.goo.gl/G13dzi48jqNtNMqRA;;;;;;;;;;;;;;;;;;;;;
1;Crêtes du Chable;24;09h30 - 12h30;https://maps.app.goo.gl/PunZR2KsYEeTBL3F6;;;;;;;;;;;;;;;;;;;;;
1;Les chaînes aux bois;25;09h30 - 12h45;https://maps.app.goo.gl/DFm4HQAx2nGg7LHn6;;;;;;;;;;;;;;;;;;;;;
1;Route du Salève - Chateau ;26;09h45 - 13h00;https://maps.app.goo.gl/4NqHGSYUxbnUpooB7;;;;;;;;;;;;;;;;;;;;;
1;Descente Raide Cascade- Station de pompage ;27 - prioritaire;10h00 - 13h20;https://maps.app.goo.gl/Z4w6SfPVhB14eBkYA;;;;;;;;;;;;;;;;;;;;;
;SIGNALEURS SUISSE;;;;;;;;;;;;;;;;;;;;;;;;
;PRESENCE DE COMMISSAIRES SUR LE PARCOURS SUISSE;;;;;;;;;;;;;;;;;;;;;;;;
;SECTEUR 6 ;RESPONSABLE : Chris Moenne Loccoz;;PONT DE SIERNE;;;;;;;;;;;;;;;;;;;;;
;POSTES;;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Route de Florissant;29;09h45 - 14h00;https://maps.app.goo.gl/BBProHmM7MkJuCb88;;;;;;;;;;;;;;;;;;;;;
1;Route de Florissant - arret de bus;30 - prioritaire;09h45 - 14h00;https://maps.app.goo.gl/q97gx5bXN6Jk5oAV9;X139;se place tout seul;;;;;;;;;;;;;;;;;;;
;;;;RESCUE;X140;;;;;;;;;;;;;;;;;;;;
1;Route de Villette;31 - prioritaire;09h45 - 14h00;https://maps.app.goo.gl/pyZ8yLXEr19sUaE27;X141;;;;;;;;;;;;;;;;;;;;
1;Chemin de Mapraz;32;09h55 - 14h00;https://maps.app.goo.gl/qFonWLB4P9pXEwxG6;X142;;;;;;;;;;;;;;;;;;;;
1;Chemin de Fossard;33;09h58 - 14h00;https://maps.app.goo.gl/MYgBWZQipkJ9eAAo9;X143;;;;;;;;;;;;;;;;;;;;
1;Route de Malagnou;34;10h00 - 14h15;https://maps.app.goo.gl/jVs14be1KYffKQpt8;X144;à récupérer au ravit 3 chene;;;;;;;;;;;;;;;;;;;
;SECTEUR 7 : ;RESPONSABLE :     Claudio Minetto;;TROIS CHÊNES - ARRIVEE;;;;;;;;;;;;;;;;;;;;;
;POSTES;;HORAIRES;POSITIONNEMENT;;;;;;;;;;;;;;;;;;;;;
1;Carrefour Vieux-Bourg;35;10h00 - 14h15;https://maps.app.goo.gl/V2URXRUwEcTeaeXE6;X145;à récupérer au ravit 3 chene;;;;;;;;;;;;;;;;;;;
1;Rue du Gothard;36;10h05 -14h30;https://maps.app.goo.gl/KCJ4ymgvYuFe7JjG9;X146;;;;;;;;;;;;;;;;;;;;
;Route de Chêne-Bougeries;3;10h00 -14h45;https://maps.app.goo.gl/4s9cS7UJrGBMAQpD6;;;;;;;;;;;;;;;;;;;;;
;Route de Chêne-Bougeries;4;10h00 -14h45;https://maps.app.goo.gl/4s9cS7UJrGBMAQpD6;;;;;;;;;;;;;;;;;;;;;
1;Chemin du Pont de ville - en bas des escaliers;37;10h10 - 14h50;https://maps.app.goo.gl/gyqYXbDfuLLmXCMy8;X147;;;;;;;;;;;;;;;;;;;;
1;Passage piéton voie verte;38 - prioritaire;10h10 - 14h50;https://maps.app.goo.gl/bGCMESgEdfihLW8y5;X148;;;;;;;;;;;;;;;;;;;;
1;Chemin de Grange-Falquet;39 - prioritaire ;10h10 - 14h50;https://maps.app.goo.gl/dzXbL5tgkpTqguRP7;X149;;;;;;;;;;;;;;;;;;;;
;Route de Frontenex;5 et 6;10h20 - 15h00;https://maps.app.goo.gl/MX937QJRy63ZU1dR6;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
